Supplementary Data 8. Differential gene expression between clone #5 and clone #4 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
PLEKHJ1,0.160317966,0.215785783,0.269,0.231,1,-0.038
UCP2,0.049554832,0.216575447,0.591,0.548,1,-0.043
ERH,0.295965071,0.217166202,0.312,0.29,1,-0.022
METRNL,0.547949009,0.217224559,0.122,0.112,1,-0.01
IQGAP1,0.099833871,0.217234503,0.488,0.444,1,-0.044
SRP19,0.676587629,0.21749794,0.169,0.188,1,0.019
SRP9,0.154848652,0.21778073,0.331,0.297,1,-0.034
ARID4B,0.146463494,0.217878176,0.397,0.373,1,-0.024
SMARCB1,0.298164706,0.21817446,0.175,0.15,1,-0.025
CYTOR,0.359162529,0.218215715,0.288,0.278,1,-0.01
CHST11,0.637601744,0.218459196,0.175,0.167,1,-0.008
GOLPH3,0.232733088,0.218647447,0.244,0.215,1,-0.029
ADRB2,0.23746521,0.218767272,0.334,0.308,1,-0.026
TRAPPC6A,0.615872047,0.218863441,0.209,0.204,1,-0.005
ATP2B4,0.220605162,0.219149927,0.328,0.299,1,-0.029
NDUFB3,0.54287027,0.219497053,0.2,0.188,1,-0.012
RASGRP2,0.20026881,0.219788577,0.353,0.331,1,-0.022
SLAIN2,0.492642875,0.220095901,0.122,0.109,1,-0.013
CELF1,0.934068767,0.220166399,0.106,0.111,1,0.005
IDH3B,0.433633109,0.220369967,0.162,0.147,1,-0.015
ZNF276,0.236507709,0.221302356,0.253,0.226,1,-0.027
C19orf25,0.366959077,0.221357147,0.159,0.142,1,-0.017
MDM4,0.556991767,0.221445609,0.153,0.142,1,-0.011
PLEKHA1,0.462675222,0.221542222,0.175,0.162,1,-0.013
PPP1CB,0.947572365,0.221885469,0.131,0.138,1,0.007
CCDC12,0.392402847,0.222080053,0.241,0.223,1,-0.018
DDX41,0.399241629,0.222143791,0.103,0.086,1,-0.017
SPPL2A,0.917597615,0.222180571,0.128,0.13,1,0.002
VMA21,0.842232114,0.22231273,0.119,0.119,1,0
CCDC130,0.693726758,0.222851826,0.131,0.126,1,-0.005
VPS4A,0.686040253,0.222918071,0.197,0.192,1,-0.005
ZFP91,0.93250748,0.223077433,0.119,0.125,1,0.006
UBQLN1,0.314999121,0.223324524,0.181,0.158,1,-0.023
CISD3,0.477212088,0.223794762,0.247,0.235,1,-0.012
RHOA,0.004031044,0.224186057,0.812,0.776,1,-0.036
INPP5D,0.461889282,0.224351098,0.219,0.201,1,-0.018
LCP2,0.046636133,0.224400335,0.512,0.466,1,-0.046
ZNF428,0.117695235,0.224418897,0.341,0.3,1,-0.041
TMC6,0.071734494,0.224535415,0.347,0.286,1,-0.061
COMMD9,0.847894709,0.225435491,0.109,0.108,1,-0.001
CTSD,0.019622255,0.225439407,0.525,0.48,1,-0.045
LPCAT4,0.653870409,0.225696628,0.125,0.117,1,-0.008
VPS33A,0.731164286,0.225710627,0.103,0.099,1,-0.004
SRGN,0.021958863,0.225781839,0.762,0.715,1,-0.047
HERC1,0.304541755,0.22580235,0.153,0.131,1,-0.022
LAMP1,0.185643766,0.225921367,0.444,0.435,1,-0.009
SRSF10,0.542724076,0.22596033,0.309,0.306,1,-0.003
KAT6A,0.6976473,0.226055932,0.141,0.136,1,-0.005
EXOC7,0.715894601,0.226072861,0.112,0.106,1,-0.006
LSM1,0.909957774,0.22611178,0.122,0.121,1,-0.001
YTHDC1,0.348127224,0.226139669,0.256,0.237,1,-0.019
CDK2AP2,0.234277957,0.226177129,0.4,0.38,1,-0.02
JTB,0.224917785,0.22661302,0.453,0.437,1,-0.016
CAPZA1,0.429273967,0.227281281,0.253,0.237,1,-0.016
SNX6,0.289573764,0.227284461,0.328,0.312,1,-0.016
H2AFZ,0.27153631,0.227378013,0.403,0.381,1,-0.022
PHF11,0.272086466,0.227635253,0.216,0.192,1,-0.024
COQ10B,0.372185608,0.228442531,0.134,0.116,1,-0.018
NCBP2,0.4884542,0.228657107,0.119,0.105,1,-0.014
NUTM2B-AS1,0.592138498,0.22893141,0.169,0.161,1,-0.008
RXRB,0.618892088,0.229210633,0.109,0.101,1,-0.008
RAB10,0.468749015,0.229286708,0.194,0.182,1,-0.012
KRAS,0.346561513,0.229417291,0.219,0.198,1,-0.021
FAM49B,0.133145389,0.229597127,0.362,0.325,1,-0.037
SLC2A4RG,0.381017065,0.230004908,0.275,0.259,1,-0.016
PSMA6,0.428814089,0.230240699,0.328,0.321,1,-0.007
CACYBP,0.354584428,0.230523727,0.216,0.198,1,-0.018
DENR,0.318631024,0.231071063,0.244,0.225,1,-0.019
PDXDC1,0.574185309,0.231172588,0.138,0.128,1,-0.01
UFL1,0.59190262,0.231311593,0.106,0.097,1,-0.009
RAF1,0.477999544,0.231334629,0.122,0.109,1,-0.013
RNF115,0.520286101,0.231470928,0.197,0.181,1,-0.016
MFSD11,0.551900762,0.231536141,0.156,0.145,1,-0.011
MAP3K5,0.65763163,0.231810234,0.112,0.104,1,-0.008
XPO1,0.224255034,0.231873856,0.172,0.146,1,-0.026
EFHD2,0.001227445,0.231957107,0.884,0.846,1,-0.038
NDUFA3,0.117496487,0.232081583,0.428,0.389,1,-0.039
GNG5,0.2141369,0.232350106,0.428,0.404,1,-0.024
KIAA2026,0.655617154,0.232373229,0.181,0.179,1,-0.002
SDHD,0.539240414,0.232776918,0.225,0.213,1,-0.012
RASSF3,0.477585816,0.232778867,0.106,0.094,1,-0.012
PRKCQ-AS1,0.270342266,0.232943428,0.197,0.173,1,-0.024
KAT6B,0.236019782,0.232988298,0.194,0.166,1,-0.028
TRIP11,0.696943751,0.233089739,0.138,0.131,1,-0.007
ZDHHC24,0.305086213,0.233135641,0.162,0.142,1,-0.02
ERCC5,0.28760504,0.233352624,0.25,0.225,1,-0.025
CDC123,0.471474286,0.233716516,0.144,0.131,1,-0.013
PMF1,0.401593853,0.233794012,0.1,0.085,1,-0.015
CD99,3.46E-05,0.2338884,0.919,0.905,0.581657585,-0.014
SCAF4,0.443974094,0.23409003,0.166,0.149,1,-0.017
ATP5IF1,0.024058571,0.234226861,0.528,0.491,1,-0.037
WBP2,0.295965087,0.23458341,0.241,0.223,1,-0.018
DNM2,0.401931574,0.234806224,0.247,0.235,1,-0.012
TRAPPC5,0.493632922,0.234926716,0.241,0.229,1,-0.012
APOBEC3G,0.067553455,0.23520343,0.416,0.373,1,-0.043
SSU72,0.267749934,0.235317619,0.341,0.322,1,-0.019
PSMB6,0.203345371,0.235335533,0.344,0.318,1,-0.026
SH3BP5,0.243538053,0.235397418,0.278,0.257,1,-0.021
COX17,0.261808207,0.23547995,0.238,0.211,1,-0.027
EML3,0.747130608,0.235556132,0.112,0.108,1,-0.004
HERC2,0.592536521,0.235600542,0.131,0.124,1,-0.007
TMEM248,0.350706406,0.235652991,0.194,0.173,1,-0.021
YTHDF2,0.330728295,0.235748373,0.219,0.197,1,-0.022
TGFBR3,0.114967516,0.235874939,0.512,0.473,1,-0.039
CCL4,0.900379886,0.236074596,0.606,0.628,1,0.022
NCALD,0.491216696,0.236503894,0.103,0.091,1,-0.012
ZNF524,0.952149715,0.236559106,0.103,0.103,1,0
PSMA1,0.256484915,0.23700523,0.3,0.279,1,-0.021
HLA-F,0.197220441,0.2376016,0.609,0.62,1,0.011
CYFIP2,0.141961372,0.237848816,0.472,0.442,1,-0.03
NAA38,0.057104177,0.237955052,0.328,0.274,1,-0.054
CEBPB,0.778966987,0.238345478,0.225,0.222,1,-0.003
PLCB1,0.940932585,0.238499144,0.112,0.115,1,0.003
PSENEN,0.403569764,0.238612923,0.184,0.168,1,-0.016
MALT1,0.657527877,0.238973689,0.125,0.117,1,-0.008
C6orf89,0.727649431,0.239013526,0.147,0.143,1,-0.004
MDH1,0.140518946,0.239054325,0.253,0.217,1,-0.036
EAPP,0.209580555,0.239103121,0.247,0.219,1,-0.028
FYN,0.283896343,0.239252474,0.484,0.48,1,-0.004
RPS6KB2,0.366409453,0.23926468,0.197,0.179,1,-0.018
CD3G,8.08E-05,0.23935037,0.85,0.805,1,-0.045
BTBD6,0.834587481,0.239556072,0.109,0.108,1,-0.001
MAT2B,0.334560617,0.239863906,0.291,0.271,1,-0.02
PSMD14,0.645594172,0.240325947,0.109,0.103,1,-0.006
CHRAC1,0.569149534,0.240385486,0.162,0.151,1,-0.011
MDM2,0.499795631,0.241024136,0.106,0.094,1,-0.012
MRPS30,0.460712825,0.241026341,0.144,0.129,1,-0.015
PPHLN1,0.403697215,0.241816982,0.191,0.175,1,-0.016
POLR2A,0.307237696,0.242061062,0.241,0.216,1,-0.025
RNF5,0.565167489,0.242250492,0.169,0.159,1,-0.01
GRK2,0.109149702,0.242345556,0.353,0.315,1,-0.038
CNOT8,0.311058132,0.242529132,0.156,0.134,1,-0.022
TNFSF12,0.553240637,0.243215634,0.281,0.277,1,-0.004
U2AF2,0.624824298,0.243453646,0.216,0.204,1,-0.012
YAF2,0.449359786,0.243458599,0.119,0.104,1,-0.015
MRPL52,0.26191663,0.243674672,0.222,0.198,1,-0.024
DENND4C,0.430918427,0.243767162,0.194,0.179,1,-0.015
TXN,0.304156177,0.243803737,0.319,0.297,1,-0.022
MVD,0.63933187,0.243871733,0.122,0.114,1,-0.008
ROCK1,0.282470382,0.244119857,0.288,0.266,1,-0.022
TLE5,3.36E-05,0.24422243,0.934,0.903,0.565250159,-0.031
AURKAIP1,0.217499247,0.244234415,0.322,0.296,1,-0.026
COMMD4,0.962925321,0.244614443,0.109,0.112,1,0.003
LINC02084,0.618773249,0.244746085,0.109,0.101,1,-0.008
FAM136A,0.434938026,0.244747881,0.112,0.098,1,-0.014
POM121,0.817065305,0.244749765,0.109,0.105,1,-0.004
RPS29,0.000315387,0.244809614,0.988,0.971,1,-0.017
TMX1,0.726994148,0.244847624,0.134,0.131,1,-0.003
AL118516.1,0.461817625,0.245080979,0.144,0.131,1,-0.013
TGFBR1,0.380276857,0.24538808,0.128,0.112,1,-0.016
UBAC2,0.240686819,0.245489354,0.212,0.185,1,-0.027
TRAM1,0.225269621,0.245576477,0.356,0.333,1,-0.023
RAB5B,0.772806661,0.245633869,0.156,0.154,1,-0.002
RASA3,0.225118608,0.245689812,0.316,0.291,1,-0.025
USP24,0.536612233,0.245835579,0.131,0.12,1,-0.011
CCM2,0.317142663,0.246036717,0.241,0.218,1,-0.023
FPGS,0.262196446,0.246127179,0.144,0.119,1,-0.025
TBC1D9B,0.676204526,0.246382282,0.106,0.099,1,-0.007
BSDC1,0.554224966,0.24640873,0.116,0.105,1,-0.011
FIS1,0.092365717,0.246661052,0.4,0.362,1,-0.038
PFN1,2.35E-08,0.246720674,0.994,0.995,0.00039417,0.001
PAGR1,0.473139277,0.246971448,0.141,0.128,1,-0.013
LTA4H,0.680422261,0.247113132,0.119,0.113,1,-0.006
EIF4G3,0.526687227,0.247499484,0.134,0.122,1,-0.012
TSTA3,0.68413255,0.247719627,0.15,0.145,1,-0.005
PARVG,0.125726339,0.247804934,0.184,0.15,1,-0.034
PRDX5,0.112668888,0.24791209,0.394,0.347,1,-0.047
IMPDH1,0.690915648,0.248034829,0.109,0.104,1,-0.005
MAN2B1,0.67476115,0.248850547,0.188,0.184,1,-0.004
ITGB2,0.000578857,0.249153553,0.897,0.847,1,-0.05
PCED1B,0.463666893,0.249478122,0.116,0.102,1,-0.014
TRADD,0.607902239,0.249580723,0.172,0.164,1,-0.008
ACTN4,0.128941502,0.249751254,0.394,0.356,1,-0.038
RTN3,0.317531161,0.250162889,0.181,0.16,1,-0.021
DAP3,0.272055368,0.250272682,0.231,0.204,1,-0.027
USP16,0.426093018,0.250735795,0.212,0.199,1,-0.013
TCIRG1,0.235304358,0.250766868,0.222,0.196,1,-0.026
SET,0.022798615,0.251145003,0.6,0.557,1,-0.043
ARMC10,0.282982038,0.251154306,0.134,0.112,1,-0.022
PROK2,0.175845936,0.251370235,0.212,0.177,1,-0.035
ARHGAP4,0.265062301,0.251847106,0.338,0.319,1,-0.019
BLOC1S1,0.103173003,0.252042464,0.447,0.421,1,-0.026
KLHDC2,0.470607943,0.252354918,0.162,0.149,1,-0.013
ARHGAP26,0.396015913,0.252374046,0.203,0.188,1,-0.015
SF3B3,0.717187287,0.252376859,0.134,0.129,1,-0.005
MAN1A2,0.230354915,0.252484384,0.181,0.154,1,-0.027
DGLUCY,0.429386082,0.25250629,0.128,0.115,1,-0.013
COA3,0.778330347,0.252904584,0.106,0.102,1,-0.004
DSTN,0.190829674,0.252908509,0.372,0.343,1,-0.029
PCNP,0.447459089,0.252948951,0.2,0.188,1,-0.012
NBN,0.382208565,0.253332593,0.134,0.117,1,-0.017
WBP11,0.547354381,0.253520468,0.162,0.152,1,-0.01
HDDC2,0.762886064,0.25380288,0.144,0.143,1,-0.001
PRKACB,0.368129522,0.254103277,0.212,0.196,1,-0.016
CLIC3,0.428373557,0.254134287,0.184,0.168,1,-0.016
SLC9A3R1,0.015975319,0.25429031,0.741,0.704,1,-0.037
ATG12,0.278590598,0.254634158,0.178,0.155,1,-0.023
PDCD7,0.338429972,0.255603659,0.188,0.167,1,-0.021
HCG18,0.825412652,0.255651117,0.131,0.132,1,0.001
SDHA,0.479261729,0.255677467,0.269,0.258,1,-0.011
EP400,0.234263661,0.256092032,0.147,0.122,1,-0.025
TTC19,0.685579674,0.256134597,0.181,0.179,1,-0.002
ZNF800,0.091791777,0.256263086,0.322,0.281,1,-0.041
CUL5,0.327944741,0.256366739,0.125,0.105,1,-0.02
DCAF5,0.486166067,0.257030409,0.209,0.197,1,-0.012
CCDC115,0.427206666,0.257334705,0.172,0.157,1,-0.015
GAB3,0.468235782,0.257570937,0.209,0.198,1,-0.011
PFDN2,0.259295502,0.258424446,0.172,0.146,1,-0.026
OSER1,0.470588386,0.258513359,0.109,0.096,1,-0.013
CHIC2,0.301454727,0.258721395,0.219,0.198,1,-0.021
M6PR,0.118569744,0.258903631,0.362,0.331,1,-0.031
SCAF11,0.127761096,0.258906512,0.356,0.326,1,-0.03
GTF2F1,0.361001724,0.258949035,0.191,0.174,1,-0.017
NCBP3,0.659938551,0.259027461,0.128,0.122,1,-0.006
SERTAD1,0.427344007,0.259042374,0.203,0.188,1,-0.015
STAT6,0.502873375,0.259157142,0.159,0.15,1,-0.009
SF3A3,0.271702451,0.259210224,0.175,0.151,1,-0.024
NDUFB9,0.097053608,0.259356004,0.484,0.449,1,-0.035
ELOVL5,0.56162708,0.259538836,0.15,0.141,1,-0.009
KIFAP3,0.269102205,0.260109465,0.106,0.085,1,-0.021
SNRK,0.556061989,0.260147485,0.2,0.195,1,-0.005
SSB,0.134060876,0.260260632,0.312,0.284,1,-0.028
MRPL43,0.318272267,0.260756925,0.256,0.239,1,-0.017
MAD2L2,0.280221304,0.261941257,0.191,0.166,1,-0.025
MAPKAPK5-AS1,0.821004824,0.262010518,0.119,0.119,1,0
TSEN15,0.50580333,0.262062342,0.153,0.143,1,-0.01
CDK12,0.237805,0.262113287,0.181,0.155,1,-0.026
TAF1D,0.10349966,0.262232303,0.312,0.271,1,-0.041
H3F3A,0.000658649,0.262253921,0.853,0.839,1,-0.014
TECR,0.169170671,0.262538984,0.4,0.384,1,-0.016
MAP3K2,0.425360437,0.263351307,0.194,0.173,1,-0.021
ACTB,1.88E-06,0.263589989,0.997,0.997,0.03162808,0
TRAPPC10,0.174292013,0.263767169,0.256,0.219,1,-0.037
VASP,0.329512717,0.263824106,0.278,0.267,1,-0.011
FAM117A,0.141531494,0.26396936,0.316,0.283,1,-0.033
SUB1,0.027019261,0.264344119,0.575,0.517,1,-0.058
TUBA1B,0.044059923,0.264417709,0.519,0.464,1,-0.055
NDUFS4,0.44414281,0.264486812,0.103,0.088,1,-0.015
LINC002481,0.612745704,0.264490799,0.1,0.092,1,-0.008
CCDC85B,0.101986923,0.264836496,0.416,0.392,1,-0.024
EMC3,0.278258856,0.265046021,0.197,0.171,1,-0.026
PMS1,0.623228047,0.265797889,0.138,0.128,1,-0.01
ADAR,0.231624102,0.265879449,0.325,0.299,1,-0.026
POLR2F,0.677386889,0.26598501,0.203,0.2,1,-0.003
PBDC1,0.644295251,0.266698102,0.122,0.113,1,-0.009
GET3,0.244556247,0.267956851,0.2,0.174,1,-0.026
MPG,0.356144236,0.268356443,0.197,0.179,1,-0.018
PXN,0.180315631,0.268713789,0.344,0.317,1,-0.027
GPAA1,0.216125641,0.269244097,0.259,0.224,1,-0.035
CCT5,0.05517032,0.26958845,0.222,0.176,1,-0.046
CDK4,0.301549438,0.269760845,0.1,0.081,1,-0.019
RO60,0.441541353,0.270062609,0.188,0.176,1,-0.012
SSRP1,0.294708644,0.270162219,0.162,0.142,1,-0.02
PSMD7,0.123463486,0.270200716,0.247,0.208,1,-0.039
ATP5F1B,0.026799176,0.270655831,0.562,0.526,1,-0.036
CHKB,0.417657416,0.270844794,0.222,0.21,1,-0.012
CD3D,0.000479996,0.27098495,0.881,0.874,1,-0.007
PRPF8,0.309369618,0.271599996,0.281,0.266,1,-0.015
PDE3B,0.637785485,0.271731592,0.166,0.162,1,-0.004
POLD4,0.125898982,0.271779407,0.359,0.331,1,-0.028
AKAP13,0.058496884,0.272257741,0.419,0.371,1,-0.048
MRTFA,0.638707287,0.272301198,0.1,0.093,1,-0.007
PIN4,0.539870269,0.272733327,0.134,0.125,1,-0.009
CCDC174,0.363179157,0.27293767,0.106,0.089,1,-0.017
UQCRC2,0.60588438,0.273189954,0.2,0.194,1,-0.006
PPP6R1,0.592568555,0.273658787,0.197,0.191,1,-0.006
SUDS3,0.926486838,0.273780661,0.128,0.134,1,0.006
FAM133B,0.496347923,0.274458033,0.175,0.163,1,-0.012
APPL1,0.123664161,0.274514946,0.209,0.171,1,-0.038
AC008555.4,0.587325924,0.274642448,0.128,0.119,1,-0.009
ZNF683,0.024645076,0.274929945,0.269,0.208,1,-0.061
UBE3C,0.63014636,0.27497015,0.106,0.098,1,-0.008
ATXN7L3B,0.598333634,0.275057952,0.162,0.153,1,-0.009
EIF4E2,0.458782096,0.275401997,0.147,0.134,1,-0.013
RBM27,0.409032609,0.275590397,0.191,0.174,1,-0.017
DEF6,0.078335551,0.275625375,0.334,0.288,1,-0.046
APOL6,0.297909392,0.275626051,0.188,0.163,1,-0.025
EHMT1,0.34038114,0.275831632,0.194,0.175,1,-0.019
TGFB1,0.000675093,0.276499116,0.822,0.773,1,-0.049
ANKRD49,0.962314231,0.276590149,0.116,0.117,1,0.001
SUPT4H1,0.098743807,0.277852037,0.316,0.275,1,-0.041
ADCY7,0.375169829,0.278528557,0.122,0.103,1,-0.019
SLU7,0.223603677,0.278680392,0.156,0.13,1,-0.026
EIF2B1,0.203825263,0.278788316,0.144,0.118,1,-0.026
SDHAF2,0.49745841,0.27890347,0.225,0.216,1,-0.009
EID1,0.042944965,0.278908372,0.494,0.457,1,-0.037
SIGMAR1,0.354472461,0.279231552,0.112,0.096,1,-0.016
SASH3,0.031784479,0.27950335,0.456,0.401,1,-0.055
MMADHC,0.502439515,0.279561492,0.134,0.122,1,-0.012
PREB,0.704550289,0.280302322,0.128,0.122,1,-0.006
HSD17B11,0.200146275,0.280589881,0.241,0.211,1,-0.03
CFL1,9.46E-09,0.281208795,0.988,0.973,0.000158938,-0.015
APH1A,0.039754138,0.282685736,0.366,0.311,1,-0.055
LYPLA2,0.572312586,0.283634304,0.169,0.162,1,-0.007
SRP54,0.432160976,0.283795439,0.112,0.099,1,-0.013
KPNB1,0.139817113,0.283940032,0.325,0.291,1,-0.034
PPP3R1,0.329519892,0.284157658,0.166,0.147,1,-0.019
DDIT4,0.498445087,0.284176985,0.222,0.215,1,-0.007
ARPC2,1.22E-05,0.284510799,0.881,0.872,0.204847514,-0.009
MAX,0.173278688,0.284746806,0.278,0.247,1,-0.031
BCL9L,0.223524826,0.284854706,0.197,0.168,1,-0.029
GLCCI1,0.273060202,0.285377172,0.234,0.211,1,-0.023
ERGIC1,0.724792025,0.286401544,0.109,0.104,1,-0.005
UBE2V2,0.507013304,0.286487579,0.116,0.104,1,-0.012
TSPYL2,0.688936221,0.286834392,0.181,0.173,1,-0.008
NFATC2,0.153577089,0.286855556,0.328,0.297,1,-0.031
ADD3,0.109281789,0.286992104,0.369,0.324,1,-0.045
CTDSP2,0.132004744,0.286997641,0.141,0.109,1,-0.032
TAOK3,0.043351362,0.287063486,0.312,0.26,1,-0.052
CTBP1,0.158667923,0.28757972,0.341,0.314,1,-0.027
PTPN2,0.31994141,0.28856788,0.194,0.171,1,-0.023
PTPN6,0.266217261,0.288810912,0.225,0.204,1,-0.021
TIMM17B,0.606458854,0.288829101,0.188,0.183,1,-0.005
THUMPD3-AS1,0.411967138,0.28895933,0.116,0.1,1,-0.016
WAS,0.173843382,0.289170269,0.453,0.437,1,-0.016
HNRNPR,0.165615214,0.28924763,0.347,0.318,1,-0.029
ADSS,0.223250077,0.289282523,0.231,0.206,1,-0.025
ITGAL,0.038697482,0.289406736,0.475,0.433,1,-0.042
RNF7,0.31012341,0.289631719,0.291,0.277,1,-0.014
MIA3,0.29452593,0.290341453,0.169,0.146,1,-0.023
FYTTD1,0.174302509,0.290823472,0.184,0.154,1,-0.03
BCL2L1,0.290652427,0.290927505,0.141,0.119,1,-0.022
NOLC1,0.424328013,0.29132465,0.169,0.153,1,-0.016
CRNKL1,0.986997562,0.291406092,0.097,0.1,1,0.003
NOP10,0.293998761,0.291491451,0.272,0.25,1,-0.022
BABAM1,0.250746998,0.291801424,0.2,0.177,1,-0.023
MXD4,0.344887766,0.292037925,0.25,0.232,1,-0.018
ABTB1,0.410626483,0.292481152,0.172,0.159,1,-0.013
CYB5R3,0.253291769,0.294030351,0.244,0.216,1,-0.028
TWF2,0.068881219,0.294053795,0.3,0.255,1,-0.045
FMNL1,0.003675581,0.294565789,0.494,0.416,1,-0.078
MRPS35,0.730251651,0.294750787,0.119,0.114,1,-0.005
FUBP1,0.200400956,0.294857472,0.178,0.149,1,-0.029
PTPN7,0.080234777,0.294966619,0.216,0.174,1,-0.042
TBCB,0.072155892,0.295189817,0.441,0.403,1,-0.038
GNG2,0.015217054,0.295228377,0.522,0.474,1,-0.048
MRPL51,0.289635783,0.295239228,0.212,0.19,1,-0.022
ARID5A,0.985054488,0.295939989,0.112,0.117,1,0.005
ZNRF2,0.630967887,0.296120507,0.103,0.096,1,-0.007
CDK10,0.486558945,0.296280518,0.112,0.101,1,-0.011
EIF2A,0.348491068,0.296312902,0.188,0.169,1,-0.019
ENO1,0.032615433,0.296357443,0.516,0.47,1,-0.046
ARL2,0.52066036,0.296450584,0.103,0.094,1,-0.009
ATP5ME,0.064033213,0.29652931,0.462,0.442,1,-0.02
TXNL1,0.364318686,0.296725775,0.172,0.155,1,-0.017
HMGN2,0.016903519,0.29707551,0.562,0.526,1,-0.036
ATP11B,0.402799188,0.29771991,0.144,0.128,1,-0.016
GSK3A,0.275031992,0.297774029,0.172,0.15,1,-0.022
ADPGK,0.503394912,0.297865483,0.125,0.114,1,-0.011
SMG1,0.24352117,0.298697975,0.269,0.24,1,-0.029
GLTP,0.297710221,0.298709571,0.194,0.175,1,-0.019
ADIPOR1,0.1304972,0.299286102,0.216,0.181,1,-0.035
RSAD1,0.76028761,0.299677163,0.128,0.126,1,-0.002
PDAP1,0.10425641,0.30019829,0.269,0.222,1,-0.047
CXorf38,0.395550817,0.300286558,0.1,0.085,1,-0.015
ABI3,0.122595549,0.300305676,0.328,0.294,1,-0.034
INTS11,0.488413173,0.300397648,0.169,0.158,1,-0.011
FAM120A,0.247194463,0.300405511,0.169,0.143,1,-0.026
C11orf58,0.0163051,0.301163055,0.453,0.383,1,-0.07
SRPK1,0.565684798,0.301464029,0.144,0.135,1,-0.009
FIBP,0.217459163,0.302198697,0.188,0.162,1,-0.026
SELENOW,0.002119868,0.30237157,0.537,0.463,1,-0.074
NUDT5,0.971637223,0.302928026,0.125,0.131,1,0.006
CTSC,0.021220193,0.303128622,0.578,0.546,1,-0.032
RAC1,0.084200075,0.303561258,0.419,0.379,1,-0.04
POLE3,0.194636395,0.303727715,0.234,0.2,1,-0.034
RPL37A,1.01E-05,0.303872702,0.978,0.968,0.169864083,-0.01
RSU1,0.309839198,0.30399752,0.172,0.149,1,-0.023
ATG16L2,0.43550481,0.304065412,0.159,0.144,1,-0.015
NAAA,0.251353904,0.304195457,0.147,0.124,1,-0.023
JAZF1,0.221475787,0.304224858,0.197,0.169,1,-0.028
C1GALT1,0.271013741,0.304894499,0.169,0.145,1,-0.024
TMX4,0.111221793,0.305056803,0.338,0.299,1,-0.039
ST6GAL1,0.12481115,0.305078708,0.191,0.154,1,-0.037
INTS10,0.500391556,0.30513783,0.15,0.141,1,-0.009
URM1,0.437314261,0.305591044,0.166,0.15,1,-0.016
RETREG2,0.271262738,0.305597795,0.181,0.16,1,-0.021
ATP6V0D1,0.34793818,0.306049028,0.156,0.137,1,-0.019
RNF11,0.917904813,0.306218177,0.122,0.122,1,0
HIPK3,0.224517872,0.306345959,0.122,0.099,1,-0.023
ELOVL1,0.116074768,0.306755863,0.188,0.149,1,-0.039
FTL,2.12E-10,0.307280888,0.994,0.982,3.56E-06,-0.012
CD8A,8.52E-08,0.307372685,0.941,0.931,0.001430976,-0.01
MTDH,0.032699103,0.307439811,0.4,0.344,1,-0.056
POM121C,0.239233547,0.307648967,0.112,0.091,1,-0.021
MRPL47,0.445032728,0.307935115,0.109,0.096,1,-0.013
PIN1,0.09926649,0.308335853,0.284,0.248,1,-0.036
RAB4B,0.062363928,0.309123427,0.228,0.182,1,-0.046
C22orf39,0.254603022,0.309189822,0.128,0.105,1,-0.023
STAT4,0.222387829,0.30963794,0.266,0.241,1,-0.025
ARHGAP9,0.333524877,0.310087781,0.284,0.271,1,-0.013
TBPL1,0.619455358,0.310300755,0.141,0.133,1,-0.008
ANXA2,0.073576558,0.310352246,0.359,0.315,1,-0.044
RBM42,0.231609717,0.310458656,0.175,0.15,1,-0.025
MARS,0.602984058,0.310706356,0.109,0.1,1,-0.009
BFAR,0.378367266,0.310925338,0.128,0.112,1,-0.016
ZFAND3,0.390004269,0.311801603,0.169,0.151,1,-0.018
CFDP1,0.786279016,0.312216433,0.138,0.137,1,-0.001
PRPF19,0.209217836,0.31302075,0.134,0.11,1,-0.024
PSMB1,0.130677519,0.313065806,0.416,0.393,1,-0.023
UBR5,0.447915153,0.313175386,0.122,0.108,1,-0.014
SLC38A10,0.253358414,0.313227949,0.169,0.146,1,-0.023
NDUFA8,0.366439908,0.313350606,0.106,0.089,1,-0.017
CCNDBP1,0.311691666,0.313373523,0.256,0.234,1,-0.022
EIF4A2,0.098783853,0.313500231,0.491,0.477,1,-0.014
NFKBIB,0.140069582,0.313593734,0.119,0.089,1,-0.03
RGS3,0.29827955,0.313824135,0.134,0.114,1,-0.02
CCNT1,0.264416086,0.314037318,0.112,0.092,1,-0.02
STX4,0.359966095,0.314184838,0.128,0.11,1,-0.018
ZBTB8OS,0.248868351,0.314295249,0.188,0.163,1,-0.025
C1orf52,0.385513877,0.314529887,0.159,0.144,1,-0.015
MFSD14A,0.40939859,0.314733076,0.131,0.115,1,-0.016
UBR2,0.391520226,0.314856377,0.178,0.16,1,-0.018
DNAJC1,0.083236847,0.315133966,0.366,0.332,1,-0.034
UFD1,0.166914558,0.315287546,0.212,0.182,1,-0.03
FLAD1,0.203711635,0.315448014,0.109,0.085,1,-0.024
NDUFA5,0.22606914,0.316281154,0.184,0.159,1,-0.025
SYF2,0.010284854,0.316366676,0.409,0.331,1,-0.078
ADSL,0.287614593,0.316541384,0.112,0.093,1,-0.019
MT1E,0.452969101,0.316601103,0.184,0.17,1,-0.014
NOL12,0.457256829,0.316953818,0.1,0.087,1,-0.013
C6orf136,0.941071648,0.317080603,0.1,0.101,1,0.001
